Tahun,Bulan,Longitude,Latitude,Nama_BPR,Kabupaten_Kota,Provinsi,Kode_Bank,Total_Aset,Piutang_Murabahah,Piutang_Istishna,Piutang_Multijasa,Piutang_Qardh,Piutang_Sewa,Pembiayaan_Mudharabah,Pembiayaan_Musyarakah,Pembiayaan_Lainnya,Salam,Agunan_yang_Diambil_Alih,Tabungan_Wadiah,Tabungan_Mudharabah,Deposito_Mudharabah,Cadangan_Kerugian_Penurunan_Nilai_1,Cadangan_Kerugian_Penurunan_Nilai_2,Liabilitas_Segera,Liabilitas_kepada_BI,Liabilitas_kepada_Bank_Lain,Pembiayaan_Diterima,Liabilitas_Lainnya,Dana_Syirkah_Temporer,Pendapatan_setelah_distribusi_bagi_hasil,Pendapatan_dari_penyaluran_dana,Beban_Operasional,Zakat,Laba_Rugi_Bersih,KPMM,NPF_Neto,NPF_Gross,ROA,BOPO,FDR,Cash_Ratio,NI
2024,12,,,PT Bank Perekonomian Rakyat Syariah Alwadiah,Kota Tasikmalaya,Provinsi Jawa Barat,620037,66172798934.0,48801613420.0,0.0,0.0,0.0,0.0,23862185.0,5242000000.0,0.0,0.0,11228914486.0,1866190778.0,9918581045.0,31996362169.0,0.0,6430315520.0,70615996.0,0.0,15500000000.0,2500000000.0,439420227.0,0.0,4261737888.0,6168548464.0,10176862408.0,0.0,-5418696919.0,13.74,33.03,44.93,,210.41,123.54,8.19,13.74
2024,12,,,PT Bank Perekonomian Rakyat Syariah Almadinah Tasikmalaya Perseroda,Kota Tasikmalaya,Provinsi Jawa Barat,620156,84461560632.0,42818289167.0,489777788.0,2102082528.0,3312534492.0,0.0,0.0,21211810485.0,0.0,0.0,0.0,12951947643.0,11240816946.0,18850359253.0,0.0,2880462191.0,158467571.0,0.0,22950000000.0,0.0,1161871289.0,0.0,7429436668.0,10804405595.0,9454402643.0,11000000.0,610833833.0,40.62,16.51,33.68,0.88,95.18,162.48,24.4,40.62
2024,12,,,PT Bank Perekonomian Rakyat Syariah Daarul Hayat,Kota Cimahi,Provinsi Jawa Barat,620035,26485899444.0,9043009863.0,19826375564.0,152197203.0,328590491.0,0.0,0.0,186657340.0,0.0,0.0,0.0,2396720879.0,1125297640.0,7152147798.0,0.0,5929309642.0,602782040.0,0.0,7750000000.0,0.0,1380141.0,0.0,374408531.0,2349124283.0,9946827599.0,0.0,-7740109789.0,51.72,10.38,12.74,-16.76,184.81,160.32,17.36,51.72
2024,12,,,PT Bank Perekonomian Rakyat Syariah Albarokah,Kota Depok,Provinsi Jawa Barat,620053,70433523799.0,37826391588.0,0.0,538973940.0,0.0,0.0,737310734.0,17605859470.0,0.0,0.0,1471672598.0,2663895249.0,1215957980.0,43307676291.0,0.0,1026809193.0,79016701.0,0.0,15451462471.0,0.0,105048230.0,0.0,3961282205.0,6547388186.0,5890045334.0,0.0,864578132.0,20.47,2.71,3.89,1.42,90.39,118.82,69.31,20.47
2024,12,,,PT Bank Perekonomian Rakyat Syariah Hasanah Mandiri,Kota Depok,Provinsi Jawa Barat,620006,98595697468.0,83812171514.0,26576143745.0,5837184097.0,964614529.0,0.0,2841400175.0,2300000000.0,0.0,0.0,2686131300.0,1086081142.0,7113968438.0,51010746322.0,0.0,30717419681.0,10336975446.0,0.0,53335572654.0,3640179067.0,700903890.0,0.0,-1273703262.0,7402636516.0,36895439698.0,0.0,-29969451599.0,-0.52,0.06,0.31,-0.3,5.31,1.08,0.02,-0.52
2024,12,,,PT Bank Perekonomian Rakyat Syariah Alhijrah Amanah,Kota Depok,Provinsi Jawa Barat,620062,73911709172.0,36488264191.0,0.0,2029078365.0,1797871668.0,10261391.0,0.0,24299066177.0,0.0,0.0,488150000.0,8049367267.0,864566602.0,19797357964.0,0.0,1495022554.0,600140969.0,0.0,37770248051.0,472222218.0,203166151.0,0.0,4978052944.0,9278802471.0,5035949234.0,0.0,72784128.0,18.58,3.69,5.98,0.28,98.11,96.56,34.03,18.58
2024,12,,,PT Bank Perekonomian Rakyat Syariah Alsalaam Amal Salman,Kota Depok,Provinsi Jawa Barat,620101,363797360829.0,239747187862.0,7107647081.0,2894896836.0,459165744.0,0.0,605918622.0,20457202190.0,0.0,0.0,0.0,21784566391.0,54443549608.0,215488496279.0,0.0,3368598831.0,1907558990.0,0.0,5905388184.0,0.0,8271615886.0,0.0,48564453780.0,62101038323.0,44029673008.0,0.0,5563659724.0,28.26,0.07,0.79,2.08,89.23,92.99,8.19,28.26
2024,12,,,PT Bank Perekonomian Rakyat Syariah Riyal Irsyadi,Kota Bekasi,Provinsi Jawa Barat,620005,171079448157.0,75595345902.0,0.0,878891784.0,10833349.0,23619149.0,174078148.0,50052624276.0,0.0,0.0,7237341665.0,13349395256.0,11758282135.0,96713439000.0,0.0,3146244068.0,1129547116.0,0.0,23702154912.0,0.0,255347179.0,5850682026.0,13761082981.0,21161983672.0,14971885583.0,0.0,1360767387.0,22.99,3.13,5.53,2.24,89.03,108.49,10.12,22.99
2024,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Bekasi,Kota Bekasi,Provinsi Jawa Barat,620015,244216023264.0,57660015815.0,0.0,10935140841.0,64923828.0,0.0,2077897000.0,174612830110.0,0.0,0.0,3308455817.0,21213839675.0,318740168.0,202773034294.0,0.0,29284544063.0,432630953.0,0.0,43442775040.0,3000000000.0,5042461604.0,0.0,2096532242.0,21168497155.0,55498388375.0,0.0,-52371052727.0,-29.73,39.76,51.48,-17.79,336.75,91.63,3.0,-29.73
2024,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Cibitung,Kota Bekasi,Provinsi Jawa Barat,620020,513519321988.0,226173404317.0,6322299679.0,20194762925.0,551471451.0,0.0,7279258285.0,167990761898.0,0.0,0.0,0.0,23748642447.0,8175327048.0,358692850814.0,0.0,8605222924.0,5096504537.0,0.0,21976981849.0,39096875870.0,6403172716.0,0.0,34701618981.0,67900593309.0,37625950445.0,0.0,6595062384.0,17.67,9.63,11.25,1.25,90.71,94.87,12.14,17.67
2024,12,,,PT BPRS Hidayah,Wil. Kota Jakarta Barat,Provinsi DKI Jakarta,620119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,12,,,PT BANK PEREKONOMIAN RAKYAT ARTHA MADANI,Kota Bekasi,Provinsi Jawa Barat,620088,469095153143.0,92200133723.0,241318291506.0,23850179387.0,407024034.0,0.0,0.0,8937295114.0,0.0,0.0,4137612646.0,16976825547.0,7487402866.0,152377832000.0,0.0,3503987545.0,1876720562.0,0.0,197515305161.0,71125094479.0,35370485.0,0.0,16249871586.0,50793621370.0,23609652418.0,0.0,35353095.0,16.21,1.3,2.26,0.02,99.83,191.65,1.87,16.21
2024,12,,,PT Bank Perekonomian Rakyat Syariah Patriot Bekasi Perseroda,Kota Bekasi,Provinsi Jawa Barat,620108,584049108451.0,280799811015.0,0.0,39582957305.0,260881109.0,0.0,5850682026.0,158879942647.0,0.0,0.0,16841679669.0,64948873527.0,2019756430.0,242972478566.0,0.0,15454455840.0,2236718748.0,0.0,45728567753.0,90335463377.0,35110707872.0,0.0,55990281209.0,77426422581.0,44031461640.0,0.0,10840882751.0,23.55,2.64,3.71,2.46,83.19,103.08,19.3,23.55
2024,12,,,PT Bank Perekonomian Rakyat Syariah Muamalah Cilegon,Kota Cilegon,Provinsi Banten,620034,90221940609.0,33931153895.0,1414105101.0,3372039752.0,0.0,0.0,0.0,5149037078.0,0.0,0.0,0.0,40799031075.0,4640593113.0,25902130000.0,0.0,1516620120.0,856389243.0,0.0,7137649885.0,0.0,152054725.0,0.0,9506736542.0,11411861674.0,6460378917.0,79264327.0,2483406002.0,40.14,3.72,6.58,4.53,69.08,55.9,26.04,40.14
2024,12,,,PT. BPRS Cilegon Mandiri,Kota Cilegon,Provinsi Banten,620080,143434098808.0,65461828954.0,173600000.0,903199862.0,280650000.0,172845818.0,1666666664.0,53627902345.0,0.0,0.0,470193750.0,4354192526.0,17469087827.0,65484198182.0,0.0,2614439513.0,612434029.0,0.0,3500598112.0,1899999997.0,2383100798.0,0.0,8622314751.0,14334693757.0,15103624730.0,0.0,-1894162853.0,78.98,965.0,11.34,-1.27,108.76,138.22,7.11,78.98
2024,12,,,PT Bank Perekonomian Rakyat Syariah Musyarakah Ummat Indonesia,Kota Tangerang,Provinsi Banten,620007,47652788989.0,39282663451.0,0.0,1133140107.0,37698426.0,0.0,440895418.0,205452462.0,0.0,0.0,402568353.0,1571937126.0,2524475960.0,17816687000.0,0.0,1557295971.0,421304452.0,0.0,24134162474.0,0.0,59181323.0,0.0,2397104641.0,6085090596.0,5992625779.0,0.0,-3440679384.0,10.48,5.26,6.4,-1.56,158.4,111.68,12.28,10.48
2024,12,,,PT BPRS Harta Insan Karimah,Kota Tangerang,Provinsi Banten,620012,745058030316.0,298570225362.0,0.0,60560990217.0,666227175.0,0.0,9650000000.0,211013161695.0,0.0,0.0,17399612500.0,39807930021.0,111835446820.0,507596911565.0,0.0,4090736820.0,1689750830.0,0.0,4532642715.0,0.0,6382892321.0,0.0,58385768966.0,94072611082.0,50019453458.0,277303002.0,8454734950.0,19.32,4.69,4.97,1.63,87.6,88.05,8.14,19.32
2024,12,,,PT Bank Perekonomian Rakyat Syariah Rizky Barokah,Kota Tangerang Selatan,Provinsi Banten,620199,76764705948.0,38091300120.0,0.0,6792497279.0,0.0,0.0,1322395838.0,8138960242.0,0.0,0.0,6870366666.0,220659336.0,2090163288.0,46369857670.0,0.0,232788721.0,644175374.0,0.0,14300000000.0,499358951.0,364502160.0,0.0,4417832450.0,8078626311.0,6032672468.0,0.0,1108845386.0,30.6,9.14,10.01,1.65,91.13,76.59,19.47,30.6
2024,12,,,PT Bank Perekonomian Rakyat Syariah Margirizki Bahagia,Kab. Bantul,Provinsi D.I. Yogyakarta,620017,39926146805.0,17197893239.0,0.0,0.0,0.0,0.0,0.0,11268515595.0,0.0,0.0,48333034.0,4705208808.0,3466158390.0,19659380000.0,0.0,1465896308.0,40253487.0,0.0,4789870067.0,0.0,109756378.0,0.0,3873561588.0,5106574870.0,3849272432.0,0.0,574524003.0,42.07,11.06,15.83,1.79,85.12,102.28,15.95,42.07
2024,12,,,PT Bank Perekonomian Rakyat Syariah Hijra Alami,Wil. Kota Jakarta Selatan,Provinsi DKI Jakarta,620138,220969840673.0,25912371199.0,8486393536.0,9706017000.0,0.0,0.0,10665535278.0,57204859653.0,0.0,0.0,0.0,29665012475.0,0.0,133183193606.0,0.0,1068162651.0,1376127419.0,0.0,7353355228.0,5000000000.0,5455507615.0,0.0,10670877122.0,19090930040.0,34037332193.0,0.0,-22288153230.0,49.1,0.76,0.94,-9.03,210.51,58.59,87.27,49.1
2024,12,,,PT Bank Perekonomian Rakyat Syariah Bangun Drajat Warga,Kab. Bantul,Provinsi D.I. Yogyakarta,620018,272666907626.0,121539471103.0,9178499440.0,1231921384.0,4166666.0,1396883028.0,7035633726.0,38769843202.0,0.0,0.0,0.0,76405268271.0,42352597562.0,92120022000.0,0.0,3503626385.0,5100804316.0,0.0,29069030747.0,0.0,402825841.0,0.0,18002470780.0,25532773212.0,13188367195.0,126199707.0,4039826145.0,27.49,3.26,4.55,2.76,73.85,92.16,17.3,27.49
2024,12,,,PT Bank Perekonomian Rakyat Syariah Madina Mandiri Sejahtera,Kab. Bantul,Provinsi D.I. Yogyakarta,620118,258893312715.0,51992600001.0,0.0,57021635418.0,7307334.0,0.0,2151277450.0,88674812172.0,0.0,0.0,1419204660.0,18120794743.0,8027109932.0,113625585000.0,0.0,4033198987.0,5653710410.0,0.0,72054287825.0,21293987790.0,2177347045.0,0.0,18659429090.0,31743635181.0,13335959271.0,0.0,5557117996.0,14.76,5.98,7.41,2.15,71.47,142.98,10.05,14.76
2024,12,,,PT Bank Perekonomian Rakyat Syariah Mitra Amal Mulia,Kab. Sleman,Provinsi D.I. Yogyakarta,620117,83853028869.0,41207375196.0,0.0,6124302266.0,211338367.0,323906563.0,445833321.0,3289295817.0,0.0,0.0,1022130223.0,2895566904.0,7021758945.0,38608934303.0,0.0,701258088.0,229643518.0,0.0,22444293984.0,4069117795.0,850331156.0,0.0,6494615622.0,10698225356.0,5709555749.0,20472735.0,817012255.0,19.65,4.49,5.19,1.34,83.97,84.41,13.41,19.65
2024,12,,,PT Bank Perekonomian Rakyat Syariah Danagung Syariah,Kab. Sleman,Provinsi D.I. Yogyakarta,620128,42598295173.0,11861322735.0,0.0,4286415101.0,0.0,1831398844.0,468229169.0,6855502392.0,0.0,0.0,475000000.0,1471086226.0,151039733.0,18746000000.0,0.0,312660921.0,259743272.0,0.0,10254035160.0,5576622500.0,0.0,0.0,1673229616.0,3310212126.0,2497151575.0,0.0,-73902349.0,31.09,24.06,24.78,-0.21,98.36,124.23,21.17,31.09
2024,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Mitra Cahaya Indonesia,Kab. Sleman,Provinsi D.I. Yogyakarta,620133,301190203332.0,166291742644.0,0.0,5827699513.0,15533333.0,0.0,167000000.0,53096204101.0,0.0,0.0,521171455.0,31249488667.0,2566084096.0,143429512024.0,0.0,4756455966.0,200513339.0,0.0,84411455263.0,6207108883.0,1251448242.0,0.0,17318791307.0,31670071022.0,16653155270.0,0.0,3755608212.0,23.87,6.21,4.49,1.76,87.41,127.17,14.51,23.87
2024,12,,,PT Bank Perekonomian Rakyat Syariah Formes Sleman,Kab. Sleman,Provinsi D.I. Yogyakarta,620136,62663734698.0,24963551749.0,0.0,1255390000.0,100000000.0,119599600.0,587499900.0,8245664333.0,0.0,0.0,721453432.0,3236288599.0,11318321276.0,12393300000.0,0.0,704692272.0,391643484.0,0.0,26802608532.0,0.0,408605476.0,0.0,5542875269.0,6956540211.0,5124091926.0,0.0,1109893516.0,23.93,10.46,12.16,2.32,83.32,153.3,15.34,23.93
2024,12,,,PT Bank Perekonomian Rakyat Syariah Cahaya Hidup,Kab. Sleman,Provinsi D.I. Yogyakarta,620163,67347514712.0,37239366732.0,0.0,555261619.0,0.0,0.0,255193749.0,11079469696.0,0.0,0.0,0.0,2359452217.0,1415387424.0,29995050699.0,0.0,961627726.0,676205946.0,0.0,23044588132.0,0.0,178908860.0,0.0,4682989553.0,8149351693.0,3607748498.0,27460000.0,1296976922.0,33.66,10.64,12.18,2.61,81.42,145.48,12.14,33.66
2024,12,,,PT Bank Perekonomian Rakyat Syariah Sleman (Perseroda),Kab. Sleman,Provinsi D.I. Yogyakarta,620193,63551872705.0,31712285916.0,0.0,1863014185.0,0.0,0.0,0.0,11655331883.0,0.0,0.0,0.0,749486898.0,3914676827.0,23741400000.0,0.0,210040347.0,28724979.0,0.0,11911378399.0,0.0,231541901.0,0.0,4532797830.0,6189760730.0,3294914653.0,0.0,1257367741.0,97.39,8.48,8.51,2.74,51.41,159.23,23.82,97.39
2024,12,,,PT Bank Perekonomian Rakyat Syariah Dana Hidayatullah,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620107,66987666540.0,30958123589.0,0.0,8029210.0,0.0,656601156.0,0.0,12370293145.0,0.0,0.0,0.0,1177549321.0,10228160585.0,28110400000.0,0.0,1277507064.0,31182548.0,0.0,14006954330.0,4772207998.0,349265176.0,0.0,4290324940.0,6549963078.0,3886780457.0,0.0,902624877.0,31.94,2.99,5.42,1.88,85.38,111.33,25.93,31.94
2024,12,,,PT BPRS Saka Dana Mulia,Kab. Kudus,Provinsi Jawa Tengah,620167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,12,,,PT Bank Perekonomian Rakyat Syariah Barokah Dana Sejahtera,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620115,261381711970.0,76254796351.0,1503434257.0,2150175170.0,239613850.0,81655530.0,2290862099.0,106081021249.0,0.0,0.0,1429501622.0,48032859156.0,25035604532.0,137032918817.0,0.0,2294616699.0,1824505061.0,0.0,23797890077.0,3808751852.0,1725640346.0,0.0,13459863656.0,24548841657.0,12056767346.0,0.0,2811355204.0,14.68,4.83,5.43,1.48,87.49,89.76,16.78,14.68
2024,12,,,PT Bank Perekonomian Rakyat Syariah Mitra Harmoni Yogyakarta,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620149,110590501082.0,42976337576.0,0.0,56511500.0,0.0,930815800.0,11014000000.0,4102991016.0,0.0,0.0,0.0,12478484409.0,18292188081.0,50905580200.0,0.0,980321933.0,432209068.0,0.0,20078447786.0,460877692.0,269836266.0,0.0,6953927255.0,13010637389.0,8164578620.0,0.0,709369407.0,17.0,9.13,10.04,0.89,91.85,108.94,16.18,17.0
