Provinsi,Kabupaten/Kota,Nama Bank,Kode Bank
Provinsi Jawa Barat,Kab. Bekasi,PT. BPR Sinarenam Permai Jatiasih,602060
Provinsi Jawa Barat,Kab. Bekasi,PT BPR BOJONEGORO SURYAPERSADA,602076
Provinsi Jawa Barat,Kab. Bekasi,PT BPR INTI DAYA MASYARAKAT,602083
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Banyuresmi,602095
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cadasngampar,602096
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cibatu,602097
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cilawu,602098
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Conggeang,602099
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Pakenjang,602100
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Situraja,602101
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Sumedang Utara,602102
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Sumedang Selatan,602103
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Tanjungkerta,602104
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Wanaraja,602105
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Majalengka,602109
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Talaga,602110
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Argapura,602111
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cibingbin,602112
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Ciledug,602113
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cilimus,602114
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Ciniru,602115
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Ciwaru,602116
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Dawuan,602117
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Indramayu,602118
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Jalaksana,602119
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Jatibarang,602120
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Jatiwangi,602121
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Lelea,602122
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Lemahsugih,602123
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Losari,602125
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Luragung,602126
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Maja,602127
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Majalengka,602128
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Subang,602129
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Sumberjaya,602130
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Talaga,602131
Provinsi Jawa Barat,Kab. Bekasi,PT BPR LINGGARTI MAKMUR,602132
Provinsi Jawa Barat,Kab. Bekasi,PT BD ARTHA SARI SEDANA,602135
Provinsi Jawa Barat,Kab. Bekasi,PT BD. BALI RESPATI,602137
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. CATUR KARYA,602138
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. FAJAR HARAPAN BHUWANA JAYA,602142
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. KAMBOJA,602143
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. MAJURE,602145
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MERTHA ADIBHUWANA,602148
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. PARA SEMETON,602149
Provinsi Jawa Barat,Kab. Bekasi,MAI BP. PELITA KENCANA JA,602151
Provinsi Jawa Barat,Kab. Bekasi,PT BPR SARWA SEDANA,602156
Provinsi Jawa Barat,Kab. Bekasi,PT BPR BUMI WAHANA ARTHA,602160
Provinsi Jawa Barat,Kab. Bekasi,PT BPR CENTRALBHAKTI NIAGATAMA,602163
Provinsi Jawa Barat,Kab. Bekasi,PT BPR SATRIA PERTIWI,602169
Provinsi Jawa Barat,Kab. Bekasi,PT BPR SARI DANA MERTA,602173
Provinsi Jawa Barat,Kab. Bekasi,PT BPR REJEKI MURAH BINAGUNA,602176
Provinsi Jawa Barat,Kab. Bekasi,PT BPR ARTHAKUTAMAS,602179
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Gunung Barisan,602184
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Cikupa Jaya,602187
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Artha Mitra Dhananugraha,602192
Provinsi Jawa Barat,Kab. Bekasi,PT BP TRIDAYA BHAKTI,602194
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MITRA PEMBANGUNAN,602196
Provinsi Jawa Barat,Kab. Bekasi,PT BPR ARTHAMAS MITRASEJATI,602200
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Bintang Rahardjo,602202
Provinsi Jawa Barat,Kab. Bekasi,PT BPR DARMAGA RAYA,602203
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Rizki Makmur,602204
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MULTIJAYA ARTAPRIMA,602206
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Roda Mekar Jaya,602208
Provinsi Jawa Barat,Kab. Bekasi,PT. BPR MITRAKARYA ARTAMULIA,602210
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Dana Pratama Maju,602212
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MITRA PERDAGANGAN,602214
Provinsi Jawa Barat,Kab. Bekasi,PT BPR DANA KITA,602215
Provinsi Jawa Barat,Kab. Bekasi,PT BPR INDRA ARTHA,602217
Provinsi Jawa Barat,Kab. Bekasi,PT BPR INTI EKONOMI,602224
Provinsi Jawa Barat,Kab. Bekasi,PT BPR ADIDHANA,602225
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Diana Sapta Surya,602226
Provinsi Jawa Barat,Kab. Bekasi,PT BPR PRAWITASARANA UTAMA,602227
Provinsi Jawa Barat,Kab. Bekasi,BKPD Batujaya,602228
Provinsi Jawa Barat,Kab. Bekasi,BKPD Cikampek,602229
Provinsi Jawa Barat,Kab. Bekasi,BKPD Klari,602232
Provinsi Jawa Barat,Kab. Bekasi,BKPD Lemahabang Wadas,602233
Provinsi Jawa Barat,Kab. Bekasi,BKPD Pangkalan,602234
Provinsi Jawa Barat,Kab. Bekasi,BKPD Pedes,602235
Provinsi Jawa Barat,Kab. Bekasi,BKPD Rawamerta,602236
Provinsi Jawa Barat,Kab. Bekasi,Rengasdengklok,602237
Provinsi Jawa Barat,Kab. Bekasi,BKPD Telukjambe,602239
Provinsi Jawa Barat,Kab. Bekasi,PT BPR TUGUHARTA,602241
Provinsi Jawa Barat,Kab. Bekasi,PT BPR ANEKADANA MANDIRI,602244
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GHANESA MATRAARTHA,602246
Provinsi Jawa Barat,Kab. Bekasi,PT BPR WIRADANA RAHARJA,602248
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MAKARTI MAKMUR,602252
Provinsi Jawa Barat,Kab. Bekasi,PT BPR KUMARA ABADI,602255
Provinsi Jawa Barat,Kab. Bekasi,PT BPR HAKIMAH,602263
Provinsi Jawa Barat,Kab. Bekasi,PT BPR BERLIAN DHANARTA,602266
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MANDRADANA MANDIRI,602271
Provinsi Jawa Barat,Kab. Bekasi,PT BPR KARSA USAHA NIAGA JAYA,602273
Provinsi Jawa Barat,Kab. Bekasi,PT BPR CARAKARAHAYU LANGGENG,602274
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GEBU MINSI UTAMA,602277
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GRAHA PURNAMANDIRI,602279
Provinsi Jawa Barat,Kab. Bekasi,PT BPR DAYA PERPENSI,602280
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Dion Sumber Dana,602286
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Kandiarta Rejeki,602287
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MUTIARA SEMESTA,602289
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GEBU LUMBUNG ANDALAS,602290
Provinsi Jawa Barat,Kab. Bekasi,PT BPR Citra Rekadana,602291
Provinsi Jawa Barat,Kab. Bekasi,PT BPR BERLIAN INTIDANA,602292
Provinsi Jawa Barat,Kab. Bekasi,PT BPR SENTRAPRIMA INSANDANA,602293
Provinsi Jawa Barat,Kab. Bekasi,PT BPR BERLIAN PANCADANA,602296
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GATRA ARTHA,602299
Provinsi Jawa Barat,Kab. Bekasi,PT BPR TIMOR ALFA DHANA,602350
Provinsi Jawa Barat,Kab. Bekasi,PT BPR JARI JAWA,602351
Provinsi Jawa Barat,Kab. Bekasi,PT BPR LAWANG MAKMUR,602363
Provinsi Jawa Barat,Kab. Bekasi,PT BPR SUMBER REJEKI LANCARJAYA,602367
Provinsi Jawa Barat,Kab. Bekasi,PT BPR HIDUP PROVITAMAS,602384
Provinsi Jawa Barat,Kab. Bekasi,PD BPR KURK KETAPANG,602405
Provinsi Jawa Barat,Kab. Bekasi,MAI BP ABDI ARTHA PEMBANGUNAN,602407
Provinsi Jawa Barat,Kab. Bekasi,KOP.BP NIAGA RAKYAT,602408
Provinsi Jawa Barat,Kab. Bekasi,PT BPR MITRA ARTHA NIAGA,602411
Provinsi Jawa Barat,Kab. Bekasi,PT BPR NUSAGRIYA ARTHAPARIPURNA,602412
Provinsi Jawa Barat,Kab. Bekasi,PT BPR DELTA SEJAHTERA MAKMUR,602413
Provinsi Jawa Barat,Kab. Bekasi,KOP BPR SUKODADI,602422
Provinsi Jawa Barat,Kab. Bekasi,PT BPR GAMANA KRIDABHAKTI,602426
Provinsi Jawa Barat,Kab. Bekasi,KOP BPR USAHA JAYA,602428
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Banjar,602429
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Banjarsari,602430
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Ciamis Selatan,602431
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Ciamis Utara,602432
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cigugur,602433
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cihaurbeuti,602434
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cijeungjing,602435
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cikoneng,602436
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cimaragas,602437
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cipaku,602439
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Cisaga,602440
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Kalipucang,602441
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Kawali,602442
Provinsi Jawa Barat,Kab. Bekasi,PD BPR langkaplancar,602443
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Pamarican,602444
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Panawangan,602445
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Padaherang,602446
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Panjalu,602447
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Parigi,602448
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Pataruman,602449
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Rajadesa,602450
Provinsi Jawa Barat,Kab. Bekasi,PD BPR Rancah,602451
Provinsi Jawa Barat,Kab. Bekasi,PT BPR ARTHA MASYARAKAT,602466
Provinsi Jawa Barat,Kab. Bekasi,PT Bank Perekonomian Rakyat Dana Karunia Sejahtera,602681
Provinsi Jawa Barat,Kab. Purwakarta,PT Bank Perekonomian Rakyat Nusamba Plered,600181
Provinsi Jawa Barat,Kab. Purwakarta,Perumda BPR Purwakarta,600285
Provinsi Jawa Barat,Kab. Purwakarta,PT BPR KHARISMABARKAH UTAMA,602218
Provinsi Jawa Barat,Kab. Purwakarta,PT BPR USWATUN HASANAH,602262
Provinsi Jawa Barat,Kab. Purwakarta,PT BPR CAPITANUSA CITRAGUNA,602268
Provinsi Jawa Barat,Kab. Purwakarta,PT BPR ERASKA MAKMOER,602276
Provinsi Jawa Barat,Kab. Purwakarta,PT BPR BEKASI MAKIN MAJU,602288
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Pantura Abadi,600031
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Sanggabuana Agung,600038
Provinsi Jawa Barat,Kab. Karawang,PT BPR Akar Budaya Dana Indonesia,600040
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Gema Esamas Abadi,600074
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Sayma Karya,600154
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Hagati Wiradana Sejahtera,600157
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Karawang Jabar (Perseroda),600160
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Trisurya Tata Artha,600185
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Saudarakita,601129
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Setia Natapala,601232
Provinsi Jawa Barat,Kab. Karawang,PT. BPR Polin Jaya,601244
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Bangun Mitrawadas,601276
Provinsi Jawa Barat,Kab. Karawang,PT. BPR Sumber Lumbanmual,601311
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tiga Puluh Dua,602033
Provinsi Jawa Barat,Kab. Karawang,PT Bank Perekonomian Rakyat Laksana Luhurcilamaya,602045
Provinsi Jawa Barat,Kab. Karawang,PT BPR BUKIT ROMASA,602077
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Multi Artha Bersama,600030
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Dana Raya Jakarta,600072
Provinsi Jawa Barat,Kab. Bogor,Bank Perekonomian Rakyat Dana Mandiri Bogor,600077
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Tentram Optimis Pusaka,600114
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Artha Kurnia Raharja,600123
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Indomitra Artha Pertiwi,600129
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Sinar Mas Pelita,600189
Provinsi Jawa Barat,Kab. Bogor,PT. BPR Sebaru Sejahtera Lestari,600411
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Bogor Jabar (Perseroda),600601
Provinsi Jawa Barat,Kab. Bogor,PD. BPR LPK Pancoran Mas,600602
Provinsi Jawa Barat,Kab. Bogor,PD. BPR LPK Leuwiliang,600604
Provinsi Jawa Barat,Kab. Bogor,PD. BPR LPK Citeureup,600606
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Cileungsi Krida Sejahtera,601238
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua,601240
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Datagita Mustika,601286
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Mitra Daya Mandiri,601296
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Surya Kencana,601303
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Berfasi Raharja,601305
Provinsi Jawa Barat,Kab. Bogor,PT. BPR Hitamajaya Argamandiri,601468
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Empat Belas,601806
Provinsi Jawa Barat,Kab. Bogor,PT. BPR Nature Primadana Capital,601807
Provinsi Jawa Barat,Kab. Bogor,PT Bank Perekonomian Rakyat Artha Karya Sejahtera,602073
Provinsi Jawa Barat,Kab. Sukabumi,PT Bank Perekonomian Rakyat Nusamba Sukaraja,600182
Provinsi Jawa Barat,Kab. Sukabumi,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Sebelas,601342
Provinsi Jawa Barat,Kab. Sukabumi,PT Bank Perekonomian Rakyat Supra Artapersada,601359
Provinsi Jawa Barat,Kab. Sukabumi,PT Bank Perekonomian Rakyat Semesta Megadana,602050
Provinsi Jawa Barat,Kab. Cianjur,PT. BPR Cipanas Artha,600192
Provinsi Jawa Barat,Kab. Cianjur,PT Bank Perekonomian Rakyat Cianjur Jabar,600453
Provinsi Jawa Barat,Kab. Cianjur,PT Bank Perekonomian Rakyat Bumi Pendawa Raharja,601328
Provinsi Jawa Barat,Kab. Cianjur,PT Bank Perekonomian Rakyat Arta Gandhita,601332
Provinsi Jawa Barat,Kab. Cianjur,PT Bank Perekonomian Rakyat Nusa,601357
Provinsi Jawa Barat,Kab. Cianjur,PT Bank Perekonomian Rakyat Dana Pos,601889
Provinsi Jawa Barat,Kab. Cianjur,PT BPR ARTHABUMI CITRASATYA,602242
Provinsi Jawa Barat,Kab. Bandung,PT. BPR Kredit Mandiri Jabar,600179
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Panjawan Mitra Usaha,600307
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Muria Harta Nusantara,600402
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Hayura Artalola,600406
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Kertamulia,601333
Provinsi Jawa Barat,Kab. Bandung,PT. BPR Pangandaran,601336
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Sarikusuma Surya,601354
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Mitra Kanaka Santosa,601356
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Jujur Arghadana,601358
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Halden Prime,601361
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Bandung Kidul,601366
Provinsi Jawa Barat,Kab. Bandung,PT BPR Nusantara Bona Pasogit 26,601798
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Ukabima Lumbung Sejahtera,601890
Provinsi Jawa Barat,Kab. Bandung,PT BPR Brata Nusantara,601901
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Baleendah Rahayu,601997
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Jelita Arta,602012
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Mitra Rukun Mandiri,602046
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua Puluh Tujuh,602048
Provinsi Jawa Barat,Kab. Bandung,PT BPR Nusantara Bona Pasogit 30,602056
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Duta Artha Sejahtera,602567
Provinsi Jawa Barat,Kab. Bandung,PT Bank Perekonomian Rakyat Kerta Raharja Perseroda,602638
Provinsi Jawa Barat,Kab. Sumedang,PT Bank Perekonomian Rakyat Nusamba Tanjungsari,600183
Provinsi Jawa Barat,Kab. Sumedang,PT Bank Perekonomian Rakyat Tutur Ganda,601248
Provinsi Jawa Barat,Kab. Sumedang,PT Bank Perekonomian Rakyat Karpana Tasia,601796
Provinsi Jawa Barat,Kab. Sumedang,Perumda BPR Bank Sumedang,602627
Provinsi Jawa Barat,Kab. Tasikmalaya,PT Bank Perekonomian Rakyat Nusamba Singaparna,600301
Provinsi Jawa Barat,Kab. Tasikmalaya,PT Bank Perekonomian Rakyat Cipatujah Jawa Barat Perseroda,600409
Provinsi Jawa Barat,Kab. Tasikmalaya,PT. BPR Sahat Sentosa,601349
Provinsi Jawa Barat,Kab. Tasikmalaya,PT Bank Perekonomian Rakyat Mitra Kopjaya Mandiri,601364
Provinsi Jawa Barat,Kab. Tasikmalaya,PT. BPR Nusumma Singaparna,601810
Provinsi Jawa Barat,Kab. Tasikmalaya,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tiga Puluh Satu,602047
Provinsi Jawa Barat,Kab. Tasikmalaya,PD. BPR Artha Sukapura,602665
Provinsi Jawa Barat,Kab. Tasikmalaya,PT Bank Perekonomian Rakyat Nusumma Jawa Barat,602761
Provinsi Jawa Barat,Kab. Garut,PT Bank Perekonomian Rakyat Intan Jabar,600437
Provinsi Jawa Barat,Kab. Garut,PT. BPR Mustika Permai,601339
Provinsi Jawa Barat,Kab. Garut,Perumda BPR Garut,602640
Provinsi Jawa Barat,Kab. Ciamis,PT. BPR Sehat Ekonomi,600221
Provinsi Jawa Barat,Kab. Ciamis,PT BPR Artha Galuh Mandiri Jawa Barat Perseroda,600319
Provinsi Jawa Barat,Kab. Ciamis,Perumda BPR Galuh Ciamis,600356
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Arjawinangun,600416
Provinsi Jawa Barat,Kab. Cirebon,PT Bank Perekonomian Rakyat Cirebon Jabar (Perseroda),600418
Provinsi Jawa Barat,Kab. Cirebon,PERUMDA Bank Perekonomian Rakyat Kabupaten Cirebon,600420
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Beber,600426
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Cirebon Barat,600438
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Cirebon Selatan,600440
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Cirebon Utara,600442
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Ciwaringin,600444
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Gegesik,600452
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Kapetakan,600470
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Karangsembung,600474
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Klangenan,600480
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Lemahabang,600488
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Palimanan,600504
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Plumbon,600506
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Sumber,600517
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Susukan,600520
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Waled,600523
Provinsi Jawa Barat,Kab. Cirebon,PD. BPR Weru,600525
Provinsi Jawa Barat,Kab. Cirebon,PT. BPR Dipon Sejahtera,601338
Provinsi Jawa Barat,Kab. Cirebon,PT Bank Perekonomian Rakyat Sahabat Sejati,601348
Provinsi Jawa Barat,Kab. Cirebon,PT. BPR Harapganda,601797
Provinsi Jawa Barat,Kab. Cirebon,PT Bank Perekonomian Rakyat Baldah Sentosa,602052
Provinsi Jawa Barat,Kab. Cirebon,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua Puluh Delapan,602058
Provinsi Jawa Barat,Kab. Kuningan,PD. BPR BKPD Kec. Ciawigebang,600428
Provinsi Jawa Barat,Kab. Kuningan,PERUMDA BPR Kuningan,600483
Provinsi Jawa Barat,Kab. Kuningan,PT Bank Perekonomian Rakyat Raksa Wacana Agri Purnama,601903
Provinsi Jawa Barat,Kab. Kuningan,PT Bank Perekonomian Rakyat Danatama Artha Kassiti,602674
Provinsi Jawa Barat,Kab. Indramayu,PT Bank Perekonomian Rakyat Mitra Harmoni Indramayu,600398
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Anjatan,600413
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR LPK Cantigi Kulon,600419
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR LPK Arahan Kidul,600421
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Bangodua,600422
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR LPK Kroya,600423
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR LPK Sukra,600425
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR LPK Bongas,600427
Provinsi Jawa Barat,Kab. Indramayu,PT Bank Perekonomian Rakyat Indramayu Jabar (Perseroda),600429
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Cikedung,600433
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Gabuswetan,600448
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Haurgeulis,600454
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Juntinyuat,600462
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Kandanghaur,600468
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Karangampel,600472
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Kertasemaya,600478
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Krangkeng,600481
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Lohbener,600494
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Losarang,600496
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Sindang,600510
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Sliyeg,600512
Provinsi Jawa Barat,Kab. Indramayu,PD. BPR Widasari,600527
Provinsi Jawa Barat,Kab. Indramayu,PT Bank Perekonomian Rakyat Dana Agung Internusa,601341
Provinsi Jawa Barat,Kab. Indramayu,Perumda BPR Karya Remaja Indramayu,602702
Provinsi Jawa Barat,Kab. Majalengka,PD. BPR LPK Banjaran,600401
Provinsi Jawa Barat,Kab. Majalengka,PD. BPR LPK Cingambul,600403
Provinsi Jawa Barat,Kab. Majalengka,PD. BPR LPK Cigasong,600405
Provinsi Jawa Barat,Kab. Majalengka,PT BPR Majalengka Jabar (Perseroda),600407
Provinsi Jawa Barat,Kab. Majalengka,PERUMDA BPR Majalengka,600515
Provinsi Jawa Barat,Kab. Majalengka,PT. BPR Wahana Sentra Artha,600743
Provinsi Jawa Barat,Kab. Subang,PT BPR Nusumma Cisalak,600303
Provinsi Jawa Barat,Kab. Subang,PT. BPR Nauli Danaraya,600305
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Karyautama Jabar Perseroda,600324
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Gede Arthaguna,601254
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Markoni Saranajaya,601267
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Bangunarta,601331
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua Puluh Sembilan,602057
Provinsi Jawa Barat,Kab. Subang,PT Bank Perekonomian Rakyat Subang Gemi Nastiti (Perseroda),602548
Provinsi Jawa Barat,Kab. Bandung Barat,PT Bank Perekonomian Rakyat Mulya Arta,600024
Provinsi Jawa Barat,Kab. Bandung Barat,PT Bank Perekonomian Rakyat Nehemia,600188
Provinsi Jawa Barat,Kab. Bandung Barat,PT Bank Perekonomian Rakyat Arthaguna Mandiri,600745
Provinsi Jawa Barat,Kab./Kota Lainnya - Provinsi Jawa Barat,PT BPR Kredit Mandiri Indonesia,600432
Provinsi Jawa Barat,Kota Bandung,PT Bank Perekonomian Rakyat Rheksa Berkah,600166
Provinsi Jawa Barat,Kota Bandung,Koperasi Jasa Bank Perekonomian Rakyat Tanjung Raya,600180
