Nama Bank,Provinsi,Kabupaten/Kota,Jenis,Latitude,Longitude
PD. BPR Beber,Provinsi Jawa Barat,Kab. Cirebon,Konvensional,-6.7955168,108.4775172
PT Bank Perekonomian Rakyat Mulyo Lumintu,Provinsi Jawa Tengah,Kab. Magelang,Konvensional,-7.5819546,110.282883
PT Bank Perekonomian Rakyat Pembangunan Kerinci,Provinsi Jambi,Kota Sungai Penuh,Konvensional,-2.0659174,101.3948618
