Tahun,Bulan,Nama_BPR,Kabupaten_Kota,Provinsi,Kode_Bank,Total_Aset,Piutang_Murabahah,Piutang_Istishna,Piutang_Multijasa,Piutang_Qardh,Piutang_Sewa,Pembiayaan_Mudharabah,Pembiayaan_Musyarakah,Pembiayaan_Lainnya,Salam,Agunan_yang_Diambil_Alih,Tabungan_Wadiah,Tabungan_Mudharabah,Deposito_Mudharabah,Cadangan_Kerugian_Penurunan_Nilai_1,Cadangan_Kerugian_Penurunan_Nilai_2,Liabilitas_Segera,Liabilitas_kepada_BI,Liabilitas_kepada_Bank_Lain,Pembiayaan_Diterima,Liabilitas_Lainnya,Dana_Syirkah_Temporer,Pendapatan_setelah_distribusi_bagi_hasil,Pendapatan_dari_penyaluran_dana,Beban_Operasional,Zakat,Laba_Rugi_Bersih,KPMM,NPF_Neto,NPF_Gross,ROA,BOPO,FDR,Cash_Ratio,NI,Latitude,Longitude
2022,12,PT BPRS Magetan (Perseroda),Kab. Magetan,Provinsi Jawa Timur,620165,63889608.0,35143982.0,0.0,4782226.0,0.0,0.0,8243821.0,0.0,0.0,0.0,133333.0,12515904.0,918095.0,23674000.0,250084.0,579448.0,235389.0,0.0,7800000.0,0.0,683450.0,0.0,5869968.0,6705207.0,4618127.0,0.0,1731124.0,47.05,2.42,,3.52,69.36,77.56,27.72,47.05,,
2022,12,PT BPRS Bhakti Haji,Kab. Malang,Provinsi Jawa Timur,620048,8839618.0,4264037.0,0.0,658843.0,0.0,0.0,0.0,1831851.0,0.0,0.0,0.0,2337870.0,1153387.0,2809000.0,23622.0,42289.0,17726.0,0.0,0.0,0.0,14469.0,0.0,953897.0,1058710.0,573526.0,14807.0,511979.0,52.01,11.07,,5.79,60.48,75.36,38.71,52.01,-7.991553338452736,112.64203778122696
2022,12,PT Bank Perekonomian Rakyat Syariah Al Hijrah Thayibah,Kab. Malang,Provinsi Jawa Timur,620198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.974001944706607,112.6341027425821
2022,12,PT Bank Perekonomian Rakyat Syariah Bumi Rinjani Kepanjen,Kab. Malang,Provinsi Jawa Timur,620106,69678844.0,50179377.0,0.0,667645.0,0.0,151623.0,0.0,2433846.0,0.0,0.0,0.0,2117311.0,15243136.0,37256450.0,191305.0,2589645.0,566758.0,0.0,1504807.0,0.0,2079639.0,0.0,9466343.0,13275888.0,8023412.0,66861.0,2105873.0,22.58,7.3,,3.93,75.68,181.77,56.2,22.58,-7.986689742538544,112.63775505887186
2022,12,PT Bank Perekonomian Rakyat Syariah Kabupaten Ngawi Perseroda,Kab. Ngawi,Provinsi Jawa Timur,620183,129349042.0,70581641.0,0.0,10902400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57734669.0,0.0,12779825.0,466918.0,9333.0,290394.0,0.0,35200000.0,0.0,294591.0,0.0,6971883.0,8410738.0,5444101.0,0.0,2556152.0,42.6,0.02,,3.83,68.26,88.3,49.63,42.6,-7.420451120596442,111.441830004461
2022,12,PT Bank Perekonomian Rakyat Syariah Sarana Prima Mandiri,Kab. Pamekasan,Provinsi Jawa Timur,620127,59443004.0,30939767.0,0.0,0.0,10022683.0,0.0,37250929.0,2436938.0,0.0,0.0,224000.0,22211834.0,1189873.0,57224278.0,0.0,37666935.0,269647.0,0.0,7000000.0,4054256.0,525212.0,0.0,617579.0,4513318.0,44336676.0,0.0,-43574958.0,-96.94,21.83,,-55.48,6.0,140.39,15.23,-96.94,,
2022,12,PT BPRS Al Hidayah,Kab. Pasuruan,Provinsi Jawa Timur,620072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64945314625638,112.90608207619024
2022,12,PT Bank Perekonomian Rakyat Syariah Daya Artha Mentari,Kab. Pasuruan,Provinsi Jawa Timur,620056,21310482.0,12080231.0,0.0,3515216.0,231195.0,0.0,810128.0,825381.0,0.0,0.0,0.0,1862330.0,9375981.0,4224000.0,15579.0,26442.0,4325.0,0.0,2452981.0,0.0,81229.0,0.0,2106406.0,2332119.0,2535763.0,0.0,125665.0,28.54,5.41,,0.66,96.39,97.95,16.38,28.54,-7.654596803987085,112.9133678475593
2022,12,PT. BPRS Jabal Tsur,Kab. Pasuruan,Provinsi Jawa Timur,620103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.642622137527749,112.90214649056595
2022,12,PT. BPRS Ummu,Kab. Pasuruan,Provinsi Jawa Timur,620074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.65021334152576,112.89863930816225
2022,12,PT Bank Perekonomian Rakyat Syariah Almabrur Babadan,Kab. Ponorogo,Provinsi Jawa Timur,620073,42598520.0,24191927.0,0.0,0.0,45647.0,0.0,3974066.0,475000.0,0.0,0.0,0.0,430745.0,19766576.0,8937463.0,116986.0,2011741.0,14677.0,0.0,4926997.0,0.0,232151.0,0.0,3072810.0,4136445.0,3952838.0,23436.0,793701.0,29.01,22.25,,1.86,84.01,86.64,32.19,29.01,,
2022,12,PT Bank Perekonomian Rakyat Syariah Mitra Mentari Sejahtera,Kab. Ponorogo,Provinsi Jawa Timur,620180,43674896.0,11143142.0,0.0,145396.0,4181538.0,0.0,0.0,1930000.0,0.0,0.0,0.0,21391159.0,557102.0,13765500.0,75402.0,8163.0,32052.0,0.0,0.0,0.0,249585.0,0.0,3433523.0,3870564.0,2661535.0,5520.0,837248.0,29.24,4.95,,13.66,76.88,37.6,20.7,29.24,,
2022,12,PT BPRS Bumi Rinjani Probolinggo,Kab. Probolinggo,Provinsi Jawa Timur,620105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,PT Bank Perekonomian Rakyat Syariah Sampang Perseroda,Kab. Sampang,Provinsi Jawa Timur,620166,145091323.0,82831298.0,0.0,5083260.0,1589743.0,0.0,928470.0,13297269.0,0.0,0.0,4449063.0,52916342.0,120389.0,25767952.0,0.0,174131.0,145423.0,0.0,29568982.0,13158727.0,446574.0,0.0,7860117.0,12719677.0,8381395.0,33362.0,1214248.0,19.66,3.74,,1.22,85.5,85.64,25.8,19.66,-7.177646641310815,113.22928610732424
2022,12,PT Bank Perekonomian Rakyat Syariah Annisa Mukti,Kab. Sidoarjo,Provinsi Jawa Timur,620135,19538214.0,10760353.0,0.0,0.0,0.0,0.0,0.0,2174120.0,0.0,0.0,0.0,0.0,2132290.0,7420200.0,53524.0,191552.0,100026.0,0.0,2490505.0,0.0,595058.0,0.0,2555556.0,3069083.0,2311488.0,12634.0,420401.0,66.67,0.5,,2.83,84.62,107.4,52.07,66.67,,
2022,12,PT Bank Perekonomian Rakyat Syariah Baktimakmur Indah,Kab. Sidoarjo,Provinsi Jawa Timur,620022,158460554.0,58969484.0,0.0,5334400.0,0.0,0.0,0.0,48761553.0,0.0,0.0,5033681.0,8551051.0,0.0,0.0,394494.0,823797.0,229252.0,0.0,35241.0,0.0,3706569.0,118372716.0,14033961.0,17745752.0,12931802.0,83525.0,2645649.0,31.92,13.01,,2.19,80.83,94.48,25.43,31.92,,
2022,12,PT Bank Perekonomian Rakyat Syariah Unawi Barokah,Kab. Sidoarjo,Provinsi Jawa Timur,620155,5257929.0,1022420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22309.0,1519755.0,599111.0,0.0,565882.0,7771.0,0.0,200000.0,0.0,102534.0,0.0,192650.0,264653.0,884341.0,0.0,-652467.0,198.53,13.27,,-12.22,312.87,47.75,24.81,198.53,,
2022,12,PT Bank Perekonomian Rakyat Syariah Situbondo,Kab. Situbondo,Provinsi Jawa Timur,620081,21039509.0,12221155.0,0.0,609153.0,10230.0,3411.0,320000.0,3862744.0,0.0,0.0,800394.0,1356987.0,3477310.0,7809500.0,63658.0,498117.0,321276.0,0.0,505739.0,0.0,215367.0,0.0,2707857.0,3472939.0,2951636.0,0.0,305999.0,65.91,7.54,,2.69,83.2,138.26,33.82,65.91,-7.702911353591342,113.9806037668517
2022,12,PT Bank Perekonomian Rakyat Syariah Bhakti Sumekar Perseroda,Kab. Sumenep,Provinsi Jawa Timur,620085,1162401615.0,558673808.0,1354463.0,9486833.0,93457753.0,1159925.0,6203145.0,20052775.0,0.0,0.0,0.0,289423308.0,3272427.0,545651016.0,1619527.0,5724746.0,5306091.0,0.0,28703843.0,65455340.0,15285833.0,0.0,65909890.0,104744694.0,53778611.0,0.0,12862611.0,39.04,4.4,,1.44,85.11,83.71,74.78,39.04,,
2022,12,PT BPRS Bumi Rinjani,Kota Batu,Provinsi Jawa Timur,620109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.86392956395291,112.52576707537388
2022,12,PT Bank Perekonomian Rakyat Syariah Arsa Sejahtera,Kota Batu,Provinsi Jawa Timur,620079,39741041.0,15894333.0,0.0,900977.0,225947.0,0.0,0.0,1857550.0,0.0,0.0,0.0,371680.0,9206775.0,18745839.0,78203.0,9199.0,45960.0,0.0,0.0,0.0,209128.0,0.0,3331781.0,3995876.0,2573158.0,28970.0,1114471.0,77.11,0.7,,4.01,70.41,65.85,62.69,77.11,-7.8807671610865775,112.532451265561
2022,12,PT Bank Perekonomian Rakyat Syariah Tanmiya Artha,Kota Kediri,Provinsi Jawa Timur,620130,26685408.0,12743882.0,0.0,1591848.0,0.0,0.0,21951.0,6022549.0,0.0,0.0,30000.0,1723824.0,3295699.0,8327000.0,71592.0,551959.0,155539.0,0.0,5300000.0,0.0,497205.0,0.0,3579567.0,4561055.0,2134642.0,39388.0,1367130.0,44.41,6.88,,5.12,66.2,79.78,95.99,44.41,-7.804361795474596,112.00698794188358
2022,12,PT BPRS Bumi Rinjani Malang,Kota Malang,Provinsi Jawa Timur,620078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.974100981138048,112.64136686861058
2022,12,PT Bank Perekonomian Rakyat Syariah Mitra Harmoni Kota Malang,Kota Malang,Provinsi Jawa Timur,620153,36365073.0,22972427.0,0.0,1926343.0,0.0,0.0,0.0,222000.0,0.0,0.0,0.0,6192982.0,1053134.0,12148300.0,121635.0,127381.0,102516.0,0.0,7900000.0,0.0,52916.0,0.0,4460179.0,5482190.0,4172179.0,0.0,445897.0,49.8,5.38,,1.43,90.66,92.04,57.52,49.8,-7.984781410422721,112.62624122586716
2022,12,PT BPRS Mojo Artho Kota Mojokerto Perseroda,Kota Mojokerto,Provinsi Jawa Timur,620160,48350980.0,69303262.0,4950046.0,1230837.0,539599.0,0.0,0.0,18915511.0,0.0,0.0,5264165.0,7325137.0,9686421.0,37392050.0,43169.0,66770650.0,2338487.0,0.0,48401083.0,0.0,173250.0,10545607.0,-1821555.0,4559511.0,80667702.0,0.0,-76646226.0,-90.79,90.21,,5.0,798.0,87.0,2.55,-90.79,-7.460555185064369,112.43110318032298
2022,12,PT Bank Perekonomian Rakyat Syariah Karya Mugi Sentosa,Kota Surabaya,Provinsi Jawa Timur,620113,100401491.0,59701155.0,0.0,3012514.0,998213.0,0.0,809464.0,7418000.0,0.0,0.0,383652.0,31090503.0,15319383.0,29493270.0,20875.0,183390.0,859546.0,0.0,6563285.0,0.0,1443203.0,0.0,12071625.0,13321732.0,11825495.0,35722.0,1130793.0,36.42,4.18,,1.62,91.01,87.23,31.2,36.42,-7.248497572190274,112.74359015261464
2022,12,PT. BPRS Jabal Nur Tebuireng,Kota Surabaya,Provinsi Jawa Timur,620114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.253401930640896,112.73115332691698
2022,12,PT Bank Perekonomian Rakyat Syariah Barkah Gemadana,Kab. Banjar,Provinsi Kalimantan Selatan,620013,116999455.0,54017762.0,0.0,1099740.0,36040536.0,933.0,0.0,106700.0,0.0,0.0,0.0,285235.0,26208546.0,52413200.0,563631.0,1297478.0,166075.0,0.0,21968563.0,609583.0,754532.0,0.0,7089393.0,12407097.0,5726541.0,70397.0,2233248.0,18.5,0.4,,2.68,67.03,116.17,21.36,18.5,-0.6588763736841944,101.48260796449918
2022,12,PT BPRS Mitra Amanah,Kota Palangkaraya,Provinsi Kalimantan Tengah,620170,8246322.0,3050046.0,0.0,86329.0,0.0,0.0,80450.0,0.0,0.0,0.0,810972.0,925947.0,1891877.0,2067036.0,7565.0,0.0,5819.0,0.0,0.0,0.0,58047.0,0.0,1323464.0,1323464.0,1186899.0,0.0,251517.0,83.04,2.35,,3.05,80.73,65.85,124.07,83.04,-2.20055455187618,113.91600497570754
2022,12,PT Bank Perekonomian Rakyat Syariah Manfaatsyariah,Kab. Kutai Kartanegara,Provinsi Kalimantan Timur,620014,12945748.0,5984110.0,0.0,5625.0,22795.0,0.0,0.0,0.0,0.0,0.0,1551222.0,46639.0,5060247.0,2210000.0,968.0,7473.0,26857.0,0.0,301054.0,0.0,81634.0,0.0,1698726.0,1716310.0,3276867.0,0.0,-798038.0,,97.53,,-5.29,,,634.89,,-0.4108304755501372,116.98709494185226
2022,12,PT Bank Perekonomian Rakyat Syariah Bangka Belitung,Kota Pangkal Pinang,Provinsi Kep. Bangka Belitung,620076,391285960.0,163369051.0,0.0,3305122.0,0.0,145316.0,0.0,34036461.0,0.0,0.0,4226992.0,6997767.0,182350492.0,173338525.0,443933.0,17813570.0,511118.0,0.0,0.0,0.0,4440810.0,0.0,16101145.0,29318717.0,34248684.0,0.0,-13617405.0,11.3,33.41,,-3.29,155.26,62.65,10.46,11.3,-2.120239693370022,106.11713996558484
2022,12,PT Bank Perekonomian Rakyat Syariah Syarikat Madani,Kota Batam,Provinsi Kep. Riau,620121,127357260.0,56413533.0,0.0,44821025.0,7259788.0,1725.0,0.0,6755442.0,0.0,0.0,712400.0,4358.0,8191192.0,59004909.0,536426.0,391805.0,951968.0,0.0,43802458.0,0.0,1268574.0,0.0,10827064.0,16418194.0,13079302.0,0.0,2008016.0,28.79,7.51,,0.84,84.25,104.24,16.97,28.79,1.1025924305431083,104.04282617621487
2022,12,PT Bank Perekonomian Rakyat Syariah Vitka Central,Kota Batam,Provinsi Kep. Riau,620134,101955270.0,44466484.0,0.0,22328007.0,962141.0,0.0,0.0,7729632.0,0.0,0.0,1126461.0,1118826.0,9859193.0,48453909.0,258731.0,173618.0,279089.0,0.0,31850000.0,0.0,1116721.0,0.0,5820759.0,9345113.0,5254301.0,0.0,2008430.0,24.08,2.24,,2.07,71.11,88.4,32.23,24.08,1.0997027965875927,104.0345602824064
2022,12,PT Bank Perekonomian Rakyat Syariah Lampung Barat (Perseroda),Kab. Lampung Barat,Provinsi Lampung,620175,66799685.0,17115060.0,0.0,35746403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319870.0,1715618.0,13301000.0,431535.0,1227401.0,300399.0,0.0,28200000.0,6243342.0,568044.0,0.0,5501469.0,9547315.0,4321622.0,0.0,1463528.0,30.39,3.2,,2.95,47.3,82.21,90.26,30.39,,
2022,12,PT Bank Perekonomian Rakyat Syariah Kotabumi (Perseroda),Kab. Lampung Selatan,Provinsi Lampung,620131,194994875.0,33230693.0,0.0,103340856.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,31988867.0,143675.0,87123131.0,745505.0,1908632.0,897682.0,0.0,26396712.0,13169045.0,2510686.0,0.0,21772196.0,34334615.0,13691606.0,0.0,7693691.0,18.9,1.83,,5.12,72.35,89.78,43.87,18.9,,
2022,12,PT Bank Perekonomian Rakyat Syariah Way Kanan (Perseroda),Kab. Lampung Selatan,Provinsi Lampung,620157,98876190.0,54639774.0,0.0,6016250.0,1646274.0,0.0,0.0,0.0,0.0,0.0,0.0,18553315.0,9976587.0,21685000.0,428570.0,1851207.0,1046104.0,0.0,29600000.0,55424.0,2176585.0,0.0,9351040.0,14501962.0,6476719.0,0.0,3076344.0,34.25,0.87,,4.38,62.9,66.04,92.46,34.25,,
2022,12,PT Bank Perekonomian Rakyat Syariah Rajasa Lampung Tengah (Perseroda),Kab. Lampung Tengah,Provinsi Lampung,620129,66788323.0,8011928.0,0.0,41252859.0,28000.0,0.0,0.0,0.0,0.0,0.0,133178.0,9411989.0,1426827.0,16985000.0,234749.0,1223884.0,149725.0,0.0,20616519.0,0.0,1054276.0,0.0,8627461.0,11880340.0,5668676.0,0.0,3013951.0,27.52,1.2,,5.91,59.22,101.76,71.75,27.52,,
2022,12,PT Bank Perekonomian Rakyat Syariah Aman Syariah,Kab. Lampung Timur,Provinsi Lampung,620173,43148035.0,18933472.0,0.0,5454600.0,0.0,0.0,1573.0,10914456.0,0.0,0.0,0.0,5835356.0,1935278.0,6201332.0,124732.0,0.0,139849.0,0.0,21300000.0,0.0,215862.0,0.0,4354755.0,6201050.0,3283316.0,0.0,1031268.0,41.41,3.06,,2.59,74.43,83.53,23.97,41.41,,
2022,12,PT Bank Perekonomian Rakyat Syariah Lampung Timur (Perseroda),Kab. Lampung Timur,Provinsi Lampung,620140,98343258.0,3536666.0,0.0,71359988.0,0.0,0.0,0.0,815000.0,0.0,0.0,0.0,14592620.0,1567862.0,8584950.0,393955.0,1762782.0,799303.0,0.0,43150000.0,0.0,773936.0,0.0,8065571.0,11448543.0,5835288.0,0.0,2428946.0,30.05,2.05,,3.78,66.12,112.17,27.0,30.05,,
2022,12,PT Bank Perekonomian Rakyat Syariah Tanggamus (Perseroda),Kab. Tanggamus,Provinsi Lampung,620082,63939871.0,38017166.0,0.0,567814.0,202149.0,0.0,0.0,0.0,0.0,0.0,0.0,5413843.0,27067241.0,6687600.0,299698.0,831733.0,192719.0,0.0,2000000.0,4776364.0,869992.0,0.0,7103998.0,9747073.0,6373465.0,0.0,1648565.0,57.37,0.46,,3.16,57.31,99.03,51.04,57.37,-5.4369356106235,104.72189977284216
2022,12,PT Bank Perekonomian Rakyat Syariah Tani Tulang Bawang Barat (Perseroda),Kab. Tulang Bawang Barat,Provinsi Lampung,620176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,PT Bank Perekonomian Rakyat Syariah Bandar Lampung (Perseroda),Kota Bandar Lampung,Provinsi Lampung,620051,132268526.0,39335379.0,0.0,43427547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14578696.0,2462959.0,41240600.0,483717.0,1844356.0,938607.0,0.0,41991771.0,5806679.0,3208033.0,0.0,13754794.0,20540642.0,8908207.0,92620.0,3612182.0,24.13,0.29,,3.94,62.49,69.42,52.92,24.13,-5.451430777916592,105.26097314570632
2022,12,PT Bank Perekonomian Rakyat Syariah Mitra Agro Usaha,Kota Bandar Lampung,Provinsi Lampung,620169,41563133.0,26822133.0,0.0,1056035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5836861.0,139449.0,18992191.0,113920.0,286707.0,282055.0,0.0,6500000.0,1225547.0,751369.0,0.0,4723928.0,7059225.0,3543584.0,0.0,985902.0,44.43,3.58,,2.83,83.05,88.59,88.11,44.43,-5.443193541153916,105.2697528392836
2022,12,PT Bank Perekonomian Rakyat Syariah Metro Madani,Kota Metro,Provinsi Lampung,620091,113871693.0,42828088.0,0.0,26723671.0,7398532.0,0.0,801718.0,7231234.0,0.0,0.0,272535.0,31691312.0,7660408.0,50009356.0,448759.0,1304113.0,412412.0,0.0,8150000.0,277761.0,1415238.0,0.0,13159680.0,17092286.0,9325156.0,0.0,3840783.0,15.24,1.84,,4.5,64.16,94.81,29.14,15.24,-5.109743260376518,105.31422432780674
2022,12,PT Bank Perekonomian Rakyat Syariah Saruma Sejahtera Halmahera Selatan,Kab. Halmahera Selatan,Provinsi Maluku Utara,620182,61474740.0,22994486.0,0.0,1422628.0,0.0,0.0,0.0,10661150.0,0.0,0.0,0.0,4879178.0,20655923.0,17695258.0,264691.0,18097.0,453416.0,0.0,0.0,1062716.0,38317.0,0.0,2418725.0,2677335.0,6399668.0,0.0,-2050505.0,40.85,3.95,,-3.31,146.44,81.14,59.62,40.85,,
2022,12,PT Bank Perekonomian Rakyat Syariah Bahari Berkesan,Kota Ternate,Provinsi Maluku Utara,620164,143292802.0,33780241.0,0.0,36518872.0,0.0,0.0,0.0,900000.0,0.0,0.0,0.0,1103908.0,57243991.0,4567900.0,668290.0,1109617.0,35706127.0,0.0,6054744.0,13400504.0,558432.0,0.0,10388148.0,13472102.0,5998147.0,150219.0,4789818.0,34.96,1.25,,3.34,56.08,103.23,69.28,34.96,0.7773589145132459,127.38615026515367
2022,12,PT Bank Perekonomian Rakyat Syariah Bobato Lestari,Kota Tidore Kepulauan,Provinsi Maluku Utara,620179,47481994.0,26342539.0,0.0,0.0,0.0,0.0,1199755.0,0.0,0.0,0.0,0.0,435386.0,11148652.0,17609185.0,156180.0,28951.0,807550.0,0.0,1674577.0,2884333.0,0.0,0.0,5575750.0,6894745.0,3281198.0,0.0,2254365.0,66.97,0.13,,4.75,47.89,66.31,27.98,66.97,0.6690346107462076,127.44399032218512
2022,12,PT Bank Perekonomian Rakyat Syariah Baiturrahman,Kab. Aceh Besar,Provinsi NAD,620024,47778932.0,29145219.0,0.0,0.0,0.0,0.0,0.0,3131333.0,0.0,0.0,0.0,711527.0,5791799.0,26935700.0,103025.0,11282.0,7994.0,0.0,9167595.0,0.0,323434.0,0.0,3228153.0,6321023.0,3262774.0,0.0,518027.0,17.95,14.11,,0.06,81.3,96.52,34.12,17.95,,
2022,12,PT Bank Perekonomian Rakyat Syariah Ingin Jaya,Kab. Aceh Besar,Provinsi NAD,620203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,PT. BPRS Hareukat,Kab. Aceh Besar,Provinsi NAD,620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,PT BPRS Kota Juang Perseroda,Kab. Aceh Jeumpa/Bireuen,Provinsi NAD,620144,18094888.0,14489223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196414.0,49517.0,1701591.0,367000.0,47392.0,294304.0,10406.0,0.0,12150000.0,957518.0,0.0,0.0,1065782.0,2409612.0,1888399.0,0.0,-690829.0,21.24,21.56,,-3.81,128.52,101.54,65.25,21.24,,
2022,12,PT Bank Perekonomian Rakyat Syariah Rahmania Dana Sejahtera,Kab. Aceh Jeumpa/Bireuen,Provinsi NAD,620148,44591053.0,30858364.0,0.0,0.0,0.0,0.0,466164.0,2415000.0,0.0,0.0,0.0,945912.0,1431954.0,21232879.0,0.0,953449.0,264544.0,0.0,14400000.0,138874.0,530125.0,0.0,3926711.0,6706097.0,3583618.0,0.0,586923.0,15.07,9.81,,1.27,85.58,88.44,53.66,15.07,,
2022,12,PT Bank Pembiayaan Rakyat Syariah Gayo Perseroda,Kab. Aceh Tengah,Provinsi NAD,620120,43087833.0,34177119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11874.0,13412190.0,13588000.0,144102.0,1371290.0,36981.0,0.0,3650000.0,0.0,93295.0,0.0,4232933.0,6411629.0,4248285.0,7795.0,261043.0,37.21,5.85,,0.71,92.88,126.53,20.03,37.21,,
2022,12,PT Bank Perekonomian Rakyat Syariah Tengku Chiek Dipante,Kab. Pidie,Provinsi NAD,620025,31459442.0,21311886.0,0.0,0.0,0.0,0.0,0.0,1083333.0,0.0,0.0,0.0,126597.0,4303707.0,6566000.0,84913.0,179017.0,105114.0,0.0,16164492.0,0.0,14717.0,0.0,2479261.0,3878804.0,2540107.0,0.0,319630.0,20.54,4.35,,1.29,85.62,203.66,58.98,20.54,3.7476617007670936,96.82987163456816
2022,12,PT Bank Perekonomian Rakyat Syariah Arthaaceh Sejahtera,Kota Banda Aceh,Provinsi NAD,620192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.548455343437354,95.3146280603469
2022,12,PT Bank Perekonomian Rakyat Syariah Hikmah Wakilah,Kota Banda Aceh,Provinsi NAD,620046,151942709.0,66086975.0,1022949.0,657732.0,0.0,71024.0,2031846.0,30282640.0,0.0,0.0,0.0,4570982.0,18026883.0,104681993.0,475399.0,329785.0,586211.0,0.0,5256273.0,1000000.0,1186250.0,0.0,11318765.0,18959994.0,8847989.0,0.0,2946299.0,28.68,2.75,,2.4,70.79,90.36,46.45,28.68,5.543176806651055,95.31537211187955
2022,12,PT Bank Perekonomian Rakyat Syariah Mustaqim Aceh Perseroda,Kota Banda Aceh,Provinsi NAD,620187,183474061.0,86311547.0,0.0,0.0,0.0,0.0,0.0,13934140.0,0.0,0.0,390177.0,3191573.0,31861698.0,33938662.0,662480.0,3922071.0,2319047.0,0.0,0.0,0.0,3770730.0,0.0,20973334.0,22732105.0,19341324.0,0.0,2271292.0,96.21,4.98,,1.73,87.78,49.77,16.85,96.21,5.5514463466260295,95.31786202059116
2022,12,PT Bank Perekonomian Rakyat Syariah Taman Indah Darussalam,Kota Banda Aceh,Provinsi NAD,620158,59769715.0,29839293.0,0.0,0.0,0.0,0.0,3825139.0,1230000.0,35234.0,0.0,0.0,5862818.0,92677.0,22449000.0,0.0,0.0,35246.0,0.0,23814060.0,0.0,384677.0,0.0,7316289.0,7420939.0,7053990.0,0.0,337493.0,28.21,0.61,,0.12,91.54,79.72,8.3,28.21,5.544809666796793,95.3231595660368
2022,12,PT Bank Perekonomian Rakyat Syariah Adeco,Kota Langsa,Provinsi NAD,620141,151404421.0,95069769.0,0.0,4004970.0,0.0,0.0,2789000.0,0.0,0.0,0.0,425134.0,6705393.0,5745565.0,81851400.0,1137961.0,289448.0,172531.0,0.0,35965833.0,2346083.0,801445.0,0.0,7311404.0,18681050.0,6331191.0,0.0,3471914.0,19.85,4.23,,2.72,75.78,70.81,34.99,19.85,4.464710385925349,97.9655777382901
2022,12,PT Bank Perekonomian Rakyat Syariah Serambi Mekah,Kota Langsa,Provinsi NAD,620152,29070144.0,20254331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375000.0,1300299.0,0.0,9770750.0,1715.0,164974.0,37944.0,0.0,10193020.0,2462257.0,30764.0,0.0,2305510.0,4131388.0,1890885.0,5550.0,919968.0,32.05,3.75,,3.22,79.99,95.25,37.16,32.05,4.466232402810879,97.97539511921892
2022,12,PT Bank Perekonomian Rakyat Syariah Rahmah Hijrah Agung,Kota Lhokseumawe,Provinsi NAD,620049,55838928.0,35235300.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,48133.0,958424.0,3897129.0,39092100.0,25535.0,125675.0,83402.0,0.0,2445584.0,1345748.0,131987.0,0.0,3907813.0,7503829.0,3414052.0,21110.0,745290.0,29.5,4.24,,1.58,81.26,82.0,33.36,29.5,5.1766961991986555,97.14916447763574
2022,12,PT Bank Perekonomian Rakyat Syariah Tulen Amanah,Kab. Lombok Tengah,Provinsi Nusa Tenggara Barat,620009,58000966.0,36218505.0,0.0,0.0,0.0,0.0,0.0,141094.0,0.0,0.0,343775.0,0.0,19257349.0,22972450.0,258908.0,411609.0,273504.0,0.0,2001720.0,0.0,2214402.0,0.0,7345265.0,9426237.0,5456431.0,93962.0,2881541.0,33.51,3.88,,7.0,73.81,87.46,35.71,33.51,-8.70747522600701,116.25948057531416
2022,12,PT. BANK PEREKONOMIAN RAKYAT SYARIAH DINAR ASHRI,Kota Mataram,Provinsi Nusa Tenggara Barat,620104,1049121307.0,57701062.0,0.0,0.0,149924507.0,0.0,10000000.0,558626320.0,0.0,0.0,140856.0,54743348.0,129420889.0,616528942.0,3894001.0,1547821.0,10427834.0,0.0,91636188.0,850126.0,12458272.0,0.0,55935252.0,109050306.0,40410532.0,1053772.0,30895454.0,24.53,2.21,,4.54,67.21,96.95,34.38,24.53,-8.593657692387334,116.10734653727864
