Tahun,Bulan,Longitude,Latitude,Nama_BPR,Kabupaten_Kota,Provinsi,Kode_Bank,Total_Aset,Piutang_Murabahah,Piutang_Istishna,Piutang_Multijasa,Piutang_Qardh,Piutang_Sewa,Pembiayaan_Mudharabah,Pembiayaan_Musyarakah,Pembiayaan_Lainnya,Salam,Agunan_yang_Diambil_Alih,Tabungan_Wadiah,Tabungan_Mudharabah,Deposito_Mudharabah,Cadangan_Kerugian_Penurunan_Nilai_1,Cadangan_Kerugian_Penurunan_Nilai_2,Liabilitas_Segera,Liabilitas_kepada_BI,Liabilitas_kepada_Bank_Lain,Pembiayaan_Diterima,Liabilitas_Lainnya,Dana_Syirkah_Temporer,Pendapatan_setelah_distribusi_bagi_hasil,Pendapatan_dari_penyaluran_dana,Beban_Operasional,Zakat,Laba_Rugi_Bersih,KPMM,NPF_Neto,NPF_Gross,ROA,BOPO,FDR,Cash_Ratio,NI
2019,12,,,PT BANK PEREKONOMIAN RAKYAT ARTHA MADANI,Kota Bekasi,Provinsi Jawa Barat,620088,183358445.0,94753051.0,0.0,2913631.0,226858.0,0.0,0.0,13563992.0,0.0,0.0,2240638.0,20567944.0,1036394.0,71878000.0,489447.0,3492240.0,1711503.0,0.0,69929533.0,0.0,798695.0,0.0,16168166.0,29857610.0,16661619.0,0.0,1670812.0,,3.74,,0.91,94.79,74.1,62.01,
2019,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Bekasi,Kota Bekasi,Provinsi Jawa Barat,620015,380976328.0,197572322.0,0.0,71400815.0,136397.0,0.0,10617968.0,34280488.0,0.0,0.0,5936389.0,40808346.0,1227391.0,225112851.0,1574984.0,4631913.0,465918.0,0.0,77491601.0,0.0,5584836.0,0.0,30341966.0,53392480.0,42052408.0,165000.0,-828771.0,11.0,11.54,,,107.0,93.0,55.0,11.0
2019,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Cibitung,Kota Bekasi,Provinsi Jawa Barat,620020,542848487.0,227342418.0,0.0,130607745.0,1333.0,0.0,6358146.0,51685492.0,0.0,0.0,0.0,55957059.0,5070085.0,183346058.0,2632417.0,2998231.0,7926747.0,0.0,61490000.0,159854037.0,11894042.0,0.0,62532143.0,97754157.0,37924017.0,748949.0,21412990.0,16.15,0.86,,6.81,55.75,90.4,48.99,16.15
2019,12,,,PT Bank Perekonomian Rakyat Syariah Patriot Bekasi Perseroda,Kota Bekasi,Provinsi Jawa Barat,620108,258646752.0,133603648.0,0.0,9353641.0,2214035.0,0.0,0.0,52964576.0,0.0,0.0,0.0,31040250.0,1403115.0,83351734.0,2269849.0,2634172.0,1095181.0,0.0,26200000.0,50828508.0,20945566.0,0.0,31229505.0,40986415.0,22661300.0,0.0,6781018.0,22.68,-0.23,,4.38,77.99,102.76,12.11,22.68
2019,12,,,PT Bank Perekonomian Rakyat Syariah Riyal Irsyadi,Kota Bekasi,Provinsi Jawa Barat,620005,44790819.0,19372393.0,0.0,0.0,1800.0,0.0,0.0,4466059.0,0.0,0.0,654000.0,7587113.0,18644.0,27317780.0,166450.0,752069.0,153096.0,0.0,4883754.0,18509.0,393017.0,0.0,2603666.0,5577865.0,8327716.0,0.0,-3924435.0,21.31,36.01,,-10.28,-0.27,63.37,33.37,21.31
2019,12,,,PT BPRS Berkah Amal Salman,Kota Bogor,Provinsi Jawa Barat,620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,,,PT Bank Perekonomian Rakyat Syariah Baiturridha Pusaka,Kota Bogor,Provinsi Jawa Barat,620011,116339067.0,17767201.0,0.0,67061868.0,0.0,0.0,600000.0,3170000.0,0.0,0.0,263544.0,12165901.0,15203078.0,38578994.0,549589.0,708947.0,219370.0,0.0,4300000.0,23455822.0,3214457.0,0.0,19456484.0,23593294.0,12848159.0,199084.0,6009422.0,18.61,1.74,,7.46,71.01,83.47,11.35,18.61
2019,12,,,PT Bank Perekonomian Rakyat Syariah Mitra Harmoni Kota Bandung,Kota Bogor,Provinsi Jawa Barat,620161,24486169.0,17604958.0,0.0,661306.0,0.0,0.0,0.0,0.0,0.0,0.0,857835.0,1602209.0,617439.0,9719956.0,74275.0,90193.0,329089.0,0.0,6086442.0,0.0,65609.0,0.0,2779134.0,4155569.0,3518820.0,0.0,-177586.0,32.0,21.0,,-1.0,104.0,76.0,36.0,32.0
2019,12,,,PT BPRS SHADIQ AMANAH,Kota Cimahi,Provinsi Jawa Barat,620019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,,,PT Bank Perekonomian Rakyat Syariah Daarul Hayat,Kota Cimahi,Provinsi Jawa Barat,620035,13671084.0,6052113.0,0.0,647270.0,571438.0,0.0,323833.0,1117655.0,0.0,0.0,144375.0,4176881.0,2689893.0,5686474.0,57172.0,35979.0,12316.0,0.0,0.0,103017.0,12262.0,0.0,994450.0,1333937.0,1321732.0,0.0,24210.0,18.82,7.98,,0.21,98.59,69.4,29.44,18.82
2019,12,,,PT Bank Perekonomian Rakyat Syariah Albarokah,Kota Depok,Provinsi Jawa Barat,620053,14723056.0,7711756.0,0.0,704218.0,27333.0,0.0,341393.0,1651950.0,0.0,0.0,199967.0,16091.0,1409730.0,9104254.0,40000.0,31500.0,18564.0,0.0,0.0,0.0,226984.0,0.0,1952623.0,2806981.0,1979133.0,0.0,300366.0,56.94,15.49,,2.1,74.91,81.58,19.54,56.94
2019,12,,,PT Bank Perekonomian Rakyat Syariah Alhijrah Amanah,Kota Depok,Provinsi Jawa Barat,620062,31853933.0,17605251.0,0.0,1822976.0,168477.0,0.0,0.0,6049330.0,0.0,0.0,549648.0,4253055.0,0.0,0.0,97078.0,643480.0,274242.0,0.0,0.0,0.0,174900.0,24338208.0,2685295.0,4546842.0,3114326.0,0.0,102959.0,13.47,8.59,,0.27,98.7,89.77,24.65,13.47
2019,12,,,PT Bank Perekonomian Rakyat Syariah Alsalaam Amal Salman,Kota Depok,Provinsi Jawa Barat,620101,339600062.0,217207149.0,3513227.0,6901838.0,474975.0,0.0,10446030.0,3955385.0,0.0,0.0,0.0,18827170.0,0.0,0.0,1422203.0,3401414.0,1109220.0,0.0,0.0,0.0,7546876.0,271351943.0,44072365.0,62723467.0,37155316.0,0.0,5576809.0,20.0,3.53,,2.31,82.5,83.57,6.22,20.0
2019,12,,,PT Bank Perekonomian Rakyat Syariah Hasanah Mandiri,Kota Depok,Provinsi Jawa Barat,620006,93866489.0,69488745.0,3381045.0,7181892.0,723125.0,0.0,1713758.0,0.0,0.0,0.0,0.0,728486.0,4978058.0,51236757.0,397597.0,959214.0,87419.0,0.0,16250326.0,3316748.0,3332427.0,0.0,6200099.0,12449053.0,5618720.0,0.0,3901114.0,31.25,4.32,,4.09,77.2,144.86,12.25,31.25
2019,12,,,PT. BPRS Gotong Royong,Kota Sukabumi,Provinsi Jawa Barat,620172,12789350.0,6892622.0,0.0,617916.0,56483.0,0.0,0.0,3552706.0,0.0,0.0,0.0,1469372.0,0.0,0.0,32122.0,1283000.0,63049.0,0.0,0.0,0.0,38132.0,10779019.0,171948.0,1215751.0,2726693.0,0.0,-2363894.0,7.01,53.66,,-18.41,266.3,90.79,20.91,7.01
